場所名稱,場所區域,場所地址,場所LAT,場所LNG,AED放置地點,AED地點描述,周一至周五起,周一至周五迄,周六起,周六迄,周日起,周日迄,開放使用時間備註,管理員姓名,連絡電話,開放時間緊急連絡電話,管理員AED訓練,AED廠牌,AED型號,AED序號,AED廠牌照片,AED場所位置照片1,AED場所位置照片2,AED場所位置照片3,AED場所位置照片4,AED場所位置照片5,AED場所位置照片6,AED場所位置照片7
金門酒廠實業股份有公司/金寧廠,金寧鎮,桃園路1號,24.432504,118.345404,金寧廠福利大樓,職工福利中心/販售部入口處,08:00,17:30,08:00,17:30,08:00,17:30,國定假日不開放,黃郁馨,0988827861,082-325628#83131,Y,NIHON KOHDEN,AED-2100K,08121,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/NIHON%20KOHDEN%20AED-2100K.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E9%85%92%E5%BB%A0%E5%AF%A6%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E5%85%AC%E5%8F%B8%E9%87%91%E5%AF%A7%E5%BB%A0/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E9%85%92%E5%BB%A0%E5%AF%A6%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E5%85%AC%E5%8F%B8%E9%87%91%E5%AF%A7%E5%BB%A0/2.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E9%85%92%E5%BB%A0%E5%AF%A6%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E5%85%AC%E5%8F%B8%E9%87%91%E5%AF%A7%E5%BB%A0/3.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E9%85%92%E5%BB%A0%E5%AF%A6%E6%A5%AD%E8%82%A1%E4%BB%BD%E6%9C%89%E5%85%AC%E5%8F%B8%E9%87%91%E5%AF%A7%E5%BB%A0/4.JPG?raw=true,,,
國立金門高級農工職業學校,金湖鎮,復興路1-11號,24.442530,118.422517,金門農工警衛室,金門農工大門口旁警衛室內,09:00,17:00,00:00,00:00,00:00,00:00,,陳麗霞,082333274#310,082333482#801,N,NIHON KOHDEN,AED-2100K,10695,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/NIHON%20KOHDEN%20AED-2100K.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E9%AB%98%E7%B4%9A%E8%BE%B2%E5%B7%A5%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1/1.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E9%AB%98%E7%B4%9A%E8%BE%B2%E5%B7%A5%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1/2.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E9%AB%98%E7%B4%9A%E8%BE%B2%E5%B7%A5%E8%81%B7%E6%A5%AD%E5%AD%B8%E6%A0%A1/3.JPG?raw=true,,,,
國立金門高中,金城鎮,光前路94號,24.435350,118.314414,警衛室,大門口警衛室,08:00,22:00,08:00,22:00,08:00,22:00,,莊姁君,082-328786,082-325450,Y,NIHON KOHDEN,AED-2100K,10696,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/NIHON%20KOHDEN%20AED-2100K.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E9%AB%98%E4%B8%AD/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E9%AB%98%E4%B8%AD/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E9%AB%98%E4%B8%AD/3.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E9%AB%98%E4%B8%AD/4.JPG?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E5%9C%8B%E7%AB%8B%E9%87%91%E9%96%80%E9%AB%98%E4%B8%AD/5.JPG?raw=true,,
金門縣後備服務中心,金寧鎮,榜林村林湖路95號,24.432097,118.330303,服務台,金門縣後備服務中心服務台,08:00,17:30,,,,,,陳王化,082324604,082324604,Y,NIHON KOHDEN,AED-2100K,10955,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/NIHON%20KOHDEN%20AED-2100K.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E5%BE%8C%E5%82%99%E6%9C%8D%E5%8B%99%E4%B8%AD%E5%BF%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E5%BE%8C%E5%82%99%E6%9C%8D%E5%8B%99%E4%B8%AD%E5%BF%83/2.jpg?raw=true,,,,,
金門縣殯葬管理所,金寧鎮,東洲68號,24.426550,118.340073,懷恩廳 守靈室,懷恩廳 守靈室 走廊,08:00,17:30,,,,,,李光前,082-311753,082-311753,N,NanoomTech,HeartPlus NT-180R,NT180-C14-00027,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/NanoomTech%20HeartPlus%20NT-180R.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%AE%AF%E8%91%AC%E7%AE%A1%E7%90%86%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%AE%AF%E8%91%AC%E7%AE%A1%E7%90%86%E6%89%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E6%AE%AF%E8%91%AC%E7%AE%A1%E7%90%86%E6%89%80/3.jpg?raw=true,,,,
金門縣天后宮,金城鎮,金城賢庵里西海路5號,24.426339,118.315786,金門縣天后宮,金門縣天后宮 大門口進去後右手邊,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,0935242970,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00112,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A9%E5%90%8E%E5%AE%AE/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A9%E5%90%8E%E5%AE%AE/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A9%E5%90%8E%E5%AE%AE/3.jpg?raw=true,,,,
金城鎮公所,金城鎮,金門縣金城鎮民生路2號,24.432647,118.320513,金城鎮公所,大門口進入後右手邊,08:00,17:00,,,,,六日不開放,洪小姐,082-332621,0938417550,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00137,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%9F%8E%E9%8E%AE%E5%85%AC%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E5%9F%8E%E9%8E%AE%E5%85%AC%E6%89%80/2.jpg?raw=true,,,,,
珠山社區發展協會,金城鎮,金門縣金城鎮珠山100號,24.402663,118.320986,珠山社區發展協會,珠山社區發展協會 進門左手邊桌上,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,0925983247,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00127,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%8F%A0%E5%B1%B1%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%8F%A0%E5%B1%B1%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/2.jpg?raw=true,,,,,
海印寺,金湖鎮,海印寺,24.462643,118.418550,海印寺,海印寺 正殿旁,08:00,17:00,08:00,17:00,08:00,17:00,,洪小姐,082-332621,082334703,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00116,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E6%B5%B7%E5%8D%B0%E5%AF%BA/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E6%B5%B7%E5%8D%B0%E5%AF%BA/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E6%B5%B7%E5%8D%B0%E5%AF%BA/3.jpg?raw=true,,,,
金門縣輔具資源中心,金湖鎮,金湖鎮瓊徑路37號,24.452369,118.380768,金門縣輔具資源中心,金門縣輔具資源中心,08:00,17:00,,,,,六日不開放,洪小姐,082-332621,082-333629,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00136,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E8%BC%94%E5%85%B7%E8%B3%87%E6%BA%90%E4%B8%AD%E5%BF%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E8%BC%94%E5%85%B7%E8%B3%87%E6%BA%90%E4%B8%AD%E5%BF%83/2.jpg?raw=true,,,,,
金門縣畜產試驗所,金湖鎮,金門縣金湖鎮惠民富康農莊17號,24.433478,118.438621,金門縣畜產試驗所,進門後左手邊電梯旁,08:00,17:00,,,,,六日不開放,李曜任,082-332621,082-332621*212,,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00125,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%95%9C%E7%94%A2%E8%A9%A6%E9%A9%97%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E7%95%9C%E7%94%A2%E8%A9%A6%E9%A9%97%E6%89%80/2.jpg?raw=true,,,,,
安岐保安殿,金寧鎮,金門縣金寧鄉安美村安岐42之1號,24.462805,118.324782,安岐保安殿,進門左前方牆角,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,082320520,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00118,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E5%AE%89%E5%B2%90%E4%BF%9D%E5%AE%89%E6%AE%BF/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E5%AE%89%E5%B2%90%E4%BF%9D%E5%AE%89%E6%AE%BF/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E5%AE%89%E5%B2%90%E4%BF%9D%E5%AE%89%E6%AE%BF/3.jpg?raw=true,,,,
青岐社區,烈嶼鎮,烈嶼鄉青岐96-1號,24.417126,118.223003,烈嶼鄉青岐96-1號,上岐村青岐社區發展協會 聚會地點,10:00,15:00,10:00,15:00,10:00,15:00,,洪小姐,082-332621,0935387607,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00133,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E9%9D%92%E5%B2%90%E7%A4%BE%E5%8D%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E9%9D%92%E5%B2%90%E7%A4%BE%E5%8D%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E9%9D%92%E5%B2%90%E7%A4%BE%E5%8D%80/3.jpg?raw=true,,,,
金門縣九宮碼頭,烈嶼鎮,金門縣烈嶼鄉羅厝5-5號,24.425582,118.263708,金門縣九宮碼頭,金門縣九宮碼頭,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,08232721*215,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00121,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E7%B8%A3%E4%B9%9D%E5%AE%AE%E7%A2%BC%E9%A0%AD/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E7%B8%A3%E4%B9%9D%E5%AE%AE%E7%A2%BC%E9%A0%AD/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%871/%E9%87%91%E9%96%80%E7%B8%A3%E4%B9%9D%E5%AE%AE%E7%A2%BC%E9%A0%AD/3.jpg?raw=true,,,,
烈嶼鄉保生大帝廟,烈嶼鎮,金門縣烈嶼鄉上岐村上庫3之2號,24.422200,118.233973,烈嶼鄉保生大帝廟,烈嶼鄉保生大帝廟,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,0922287817,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00119,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%83%88%E5%B6%BC%E9%84%89%E4%BF%9D%E7%94%9F%E5%A4%A7%E5%B8%9D%E5%BB%9F/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%83%88%E5%B6%BC%E9%84%89%E4%BF%9D%E7%94%9F%E5%A4%A7%E5%B8%9D%E5%BB%9F/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%83%88%E5%B6%BC%E9%84%89%E4%BF%9D%E7%94%9F%E5%A4%A7%E5%B8%9D%E5%BB%9F/3.jpg?raw=true,,,,
烈嶼鄉公所,烈嶼鎮,金門縣烈嶼鄉西路60號,24.429541,118.244589,烈嶼鄉公所,烈嶼鄉公所大門一進去左手邊柱子,08:00,17:00,,,,,六日不開放,洪小姐,082-332621,0928-390-513,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00141,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%83%88%E5%B6%BC%E9%84%89%E5%85%AC%E6%89%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E7%83%88%E5%B6%BC%E9%84%89%E5%85%AC%E6%89%80/2.jpg?raw=true,,,,,
金門縣衛生局,金湖鎮,金門縣金湖鎮復興路1-12號,24.440670,118.417044,金門縣衛生局,金門縣衛生局大門一進去後右手邊牆壁上,08:00,17:00,,,,,六日不開放,趙如虹,082-330697,082330697,Y,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00138,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E8%A1%9B%E7%94%9F%E5%B1%80/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E8%A1%9B%E7%94%9F%E5%B1%80/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%873/%E9%87%91%E9%96%80%E7%B8%A3%E8%A1%9B%E7%94%9F%E5%B1%80/3.jpg?raw=true,,,,
金門縣大同之家,金城鎮,金城鎮民生路72號,24.438923,118.317644,金門縣大同之家,金門縣大同之家 中庭後方走廊,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,082325052,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00128,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A7%E5%90%8C%E4%B9%8B%E5%AE%B6/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%872/%E9%87%91%E9%96%80%E7%B8%A3%E5%A4%A7%E5%90%8C%E4%B9%8B%E5%AE%B6/2.jpg?raw=true,,,,,
料羅灣社區發展協會,金湖鎮,金湖鎮料羅6-4號,24.419389,118.434527,料羅灣社區發展協會,一進門 對面牆壁上,10:00,15:00,10:00,15:00,10:00,15:00,,洪小姐,082-332621,082-333401,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00134,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E6%96%99%E7%BE%85%E7%81%A3%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E6%96%99%E7%BE%85%E7%81%A3%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/2.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E6%96%99%E7%BE%85%E7%81%A3%E7%A4%BE%E5%8D%80%E7%99%BC%E5%B1%95%E5%8D%94%E6%9C%83/3.jpg?raw=true,,,,
萬安堂,金沙鎮,金門縣金沙鎮汶沙里勝利路15號,24.488838,118.412543,萬安堂,進廟宇後右手邊房間裡,10:00,17:00,10:00,17:00,10:00,17:00,,洪小姐,082-332621,0332789,N,凱樂斯股份有限公司,HeartPlus II NT-381,NT381-C17-00117,https://github.com/biglan-1234/googlemap/blob/master/AED%E5%BB%A0%E7%89%8C%E7%85%A7%E7%89%87/%E5%87%B1%E6%A8%82%E6%96%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_HeartPlus%20II%20NT-381.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E8%90%AC%E5%AE%89%E5%A0%82/1.jpg?raw=true,https://github.com/biglan-1234/googlemap/blob/master/%E9%87%91%E9%96%80AED%E5%A0%B4%E6%89%80%E7%85%A7%E7%89%874/%E8%90%AC%E5%AE%89%E5%A0%82/2.jpg?raw=true,,,,,
